,Authors,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Correspondence Address,Document Type,Source
38,Špička J.,26538904300,Religious Values and Food Waste: A Comparative Study of Roman Catholic Believers and Non-Religious Individuals,2023,Forum Scientiae Oeconomia,0.0,10.23762/FSO_VOL11_NO4_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183360681&doi=10.23762%2fFSO_VOL11_NO4_5&partnerID=40&md5=70632a7c48e327e43b548756bfdd45b4,"Czech University of Life Sciences Prague, Facul ty of Economics and Management, Department of Statistics, Czech Republic","J. Špička; Czech University of Life Sciences Prague, Facul ty of Economics and Management, Department of Statistics, Czech Republic; email: spickaj@pef.czu.cz",Article,Scopus
39,Hereñú C.B.; Crespo R.,8148243600; 34569497200,Phytochemicals as estrogen receptor modulators?-a commentary of a network pharmacology study of two commonly employed Chinese herbal medicines in non-small cell lung cancer treatment,2023,Translational Cancer Research,0.0,10.21037/tcr-23-1440,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182915464&doi=10.21037%2ftcr-23-1440&partnerID=40&md5=58bac4b4d903b6ad4211336e4510a7cf,"Instituto de Farmacología Experimental Córdoba (IFEC-CONICET), Departamento de Farmacología Otto Orsingher, Facultad de Ciencias Químicas, Universidad Nacional de Córdoba (UNC), Córdoba, Argentina","R. Crespo; Instituto de Farmacología Experimental Córdoba (IFEC-CONICET), Departamento de Farmacología Otto Orsingher, Facultad de Ciencias Químicas, Universidad Nacional de Córdoba (UNC), Córdoba, 5000, Argentina; email: Rosana.crespo@unc.edu.ar",Editorial,Scopus
40,Guo L.; Yuan M.; Jiang S.; Jin G.; Li P.,57992630200; 58781956200; 58829605900; 58832329200; 56683370100,Expression of pyroptosis-associated genes and construction of prognostic model for thyroid cancer,2023,Translational Cancer Research,0.0,10.21037/tcr-23-810,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182886978&doi=10.21037%2ftcr-23-810&partnerID=40&md5=42b382ffc64052cca939896c0737672b,"Department of Nuclear Medicine, The Second Affiliated Hospital, Harbin Medical University, Harbin, China; Department of Otolaryngology, The First Affiliated Hospital, Harbin Medical University, Harbin, China","G. Jin; Department of Nuclear Medicine, The Second Affiliated Hospital, Harbin Medical University, Harbin, 246 Xuefu Road, Nangang District, 150000, China; email: jin@hrbmu.edu.cn; P. Li; Department of Nuclear Medicine, The Second Affiliated Hospital, Harbin Medical University, Harbin, 246 Xuefu Road, Nangang District, 150000, China; email: h03713@hrbmu.edu.cn",Article,Scopus
41,Dillasamola D.; Wahyuni F.S.; Rita R.S.; Aldi Y.,57074102600; 8220469200; 56061738100; 56737131800,Stigmasterol isolated from Sungkai (Peronema canescens Jack) leaves Induced Natural Killer Cells in SARS-CoV-2 Antigen Challenged Albino Mice,2023,Tropical Journal of Natural Product Research,0.0,10.26538/tjnpr/v7i12.8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182184746&doi=10.26538%2ftjnpr%2fv7i12.8&partnerID=40&md5=a92bd5df1c935749ac489a025a8202fb,"Department of Pharmacology, Faculty of Pharmacy, Universitas Andalas, Indonesia; Department of Physiology Faculty of Medicine, Universitas Andalas, Indonesia","Y. Aldi; Department of Pharmacology, Faculty of Pharmacy, Universitas Andalas, Indonesia; email: yufrialdi@phar.unand.ac.id",Article,Scopus
42,Zhu L.; Wang X.; Li H.; Jiang C.; Cao M.,57194384627; 58862150000; 58284695600; 58246547000; 58862645000,Transformer Fault Diagnosis Method Based on Variation Sparrow Search Algorithm and Improved SMOTE Under Unbalanced Samples; [不平衡样本下基于变异麻雀搜索算法和改进SMOTE 的变压器故障诊断方法],2023,Gaodianya Jishu/High Voltage Engineering,1.0,10.13336/j.1003-6520.hve.20221528,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183968459&doi=10.13336%2fj.1003-6520.hve.20221528&partnerID=40&md5=a942efd3f5c2c2c05c7a292eba8bee46,"Hubei Key Laboratory for High-efficiency Utilization of Solar Energy and Operation Control of Energy Storage System, Hubei University of Technology, Wuhan, 430068, China; School of Electrical and Electronic Engineering, Hubei University of Technology, Wuhan, 430068, China","X. Wang; School of Electrical and Electronic Engineering, Hubei University of Technology, Wuhan, 430068, China; email: 841709572@qq.com",Article,Scopus
43,Yuan J.; Li J.; Zhao Z.,57192986516; 57219769268; 57219768999,A model for predicting clinical prognosis based on brain metastasis-related genes in patients with breast cancer,2023,Translational Cancer Research,0.0,10.21037/tcr-23-1123,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182906193&doi=10.21037%2ftcr-23-1123&partnerID=40&md5=892bf4e9ee1912afeedd35433110f012,"Department of Neurosurgery, The Fourth Hospital of Hebei Medical University, Shijiazhuang, China","Z. Zhao; Department of Neurosurgery, The Fourth Hospital, Hebei Medical University, Shijiazhuang, 12 Jiankang Road, 050000, China; email: doczzx@163.com",Article,Scopus
44,Daif A.; Ounacer S.; Ardchir S.; Ghazouani M.; Azzouazi M.,57189215241; 57203636683; 57194390180; 57205752730; 57189220959,EXPLORING THE CAPABILITIES OF DEEP LEARNING FOR ADVANCING CREDIT CARD FRAUD DETECTION: A REVOLUTIONARY APPROACH,2023,Journal of Theoretical and Applied Information Technology,0.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182872743&partnerID=40&md5=bc312a4e0065d30c50d4f1adbcbd9987,"Laboratory Of Information Technologies And Modeling, Ben M’sick Faculty of Science, University Hassan II, Casablanca, Morocco; National School of Commerce And Management, University Hassan II, Casablanca, Morocco","A. Daif; Laboratory Of Information Technologies And Modeling, Ben M’sick Faculty of Science, University Hassan II, Casablanca, Morocco; email: daif.abdou@gmail.com",Article,Scopus
45,Sundaramoorthy K.; Al Ansari M.S.; Koteswari S.; Kumari M.,57202678279; 55851947048; 56373648800; 58710897400,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING-DRIVEN DECISION-MAKING IN SPINAL DISEASE TREATMENT,2023,Journal of Theoretical and Applied Information Technology,0.0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182914408&partnerID=40&md5=bdf60aacba9fada72600cc35ecb747f0,"Department of Information Technology, Jerusalem College of Engineering, Velachery Road, Pallikaranai, Chennai, 600100, India; College of Engineering, Department of Chemical Engineering, University of Bahrain, Bahrain; Pragati Engineering College, Surampalem, Kakinada, India; CSE(AI-ML) Dept, Panipat Institute of Engineering and Technology(PIET), Samalkha, India",,Article,Scopus
46,Shanmugam J.; Aparnavi P.; Vincent V.; Ramanthan R.; Rathinamoorthy R.,57218210062; 58507889300; 58890844800; 58892437600; 58855013000,Perceptions About E-Learning Among Undergraduate Medical Students: A Cross Sectional Study,2023,Indian Journal of Community Health,,10.47203/IJCH.2023.V35I04.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185256871&doi=10.47203%2fIJCH.2023.V35I04.019&partnerID=40&md5=974e03d73e1f3643b56c256aa3e3965a,"Department of Community Medicine, KMCH Institute of Health Sciences and Research, Tamil Nadu, Coimbatore, India; Department of Community Medicine, Andaman & Nicobar Islands Institute of Medical Sciences, Andaman and Nicobar Islands, Port Blair, India; Department of Physiology, KMCH Institute of Health Sciences and Research, Tamil Nadu, Coimbatore, India","R. Ramanthan; Department of community medicine, KMCH Institute of health Science and Research, Coimbatore, Tamil Nadu, 641014, India; email: rashmikumar82@gmail.com",Article,Scopus
47,Sun J.; Li X.; Sun R.; Wen J.; Li X.; Tian R.,58743507900; 58864016200; 57200132640; 57191975673; 55667976300; 8889766800,A numerical study of vortex-induced vibration of heat exchanger tubebased on refined modeling; [基于精细化建模的换热管涡激振动数值研究],2023,Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University,1.0,10.11990/jheu.202309023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184058428&doi=10.11990%2fjheu.202309023&partnerID=40&md5=157698cd57bb08a38796d945e5392e3b,"College of Nuclear Science and Technology, Harbin Engineering University, Harbin, 150001, China; Marine Design and Research Institute of China, Shanghai, 200011, China; College of Aerospace and Civil Engineering, Harbin Engineering University, Harbin, 150001, China","R. Tian; College of Nuclear Science and Technology, Harbin Engineering University, Harbin, 150001, China; email: ruifengtian@hrbeu.edu.cn",Article,Scopus
48,Son W.; Jeong H.S.; Nam D.E.; Lee A.J.; Nam S.H.; Lee J.E.; Choi B.-O.; Chung K.W.,9536895400; 57218612703; 57190765310; 57200544233; 55817342400; 56206382400; 7402755390; 55597213800,Peripheral Neuropathy and Decreased Locomotion of a RAB40B Mutation in Human and Model Animals,2023,Experimental Neurobiology,0.0,10.5607/EN23027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183531206&doi=10.5607%2fEN23027&partnerID=40&md5=5b1e429fdeae77e43e1397862f3c1bbd,"Department of Biological Sciences, BK21 Team for Field-oriented BioCore Human Resources Development, Kongju National University, Gongju, 32588, South Korea; Department of Health Sciences and Technology, Samsung Advanced Institute for Health Sciences & Technology, Sungkyunkwan University, Seoul, 06351, South Korea; Cell and Gene Therapy Institute, Samsung Medical Center, Seoul, 06351, South Korea; Samsung Biomedical Research Institute, Samsung Medical Center, Seoul, 06351, South Korea; Department of Neurology, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, 06351, South Korea","J.E. Lee; Department of Health Sciences and Technology, Samsung Advanced Institute for Health Sciences & Technology, Sungkyunkwan University, Seoul, 06351, South Korea; email: jieun.lee@skku.edu; B.-O. Choi; Department of Health Sciences and Technology, Samsung Advanced Institute for Health Sciences & Technology, Sungkyunkwan University, Seoul, 06351, South Korea; email: bochoi77@hanmail.net; K.W. Chung; Department of Biological Sciences, BK21 Team for Field-oriented BioCore Human Resources Development, Kongju National University, Gongju, 32588, South Korea; email: kwchung@kongju.ac.kr",Article,Scopus
49,Dong X.; Griffin R.J.; Yang J.; Dunwoody S.,57253033500; 36972943900; 57190437914; 6603792929,Risk information seeking and processing model,2023,Communicating Risk and Safety,0.0,10.1515/9783110752427-023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182826105&doi=10.1515%2f9783110752427-023&partnerID=40&md5=85569ffb327c94991df3e398ec8ab835,"Diederich College of Communication, Marquette University, Milwaukee, WI, United States; State University of New York (SUNY), Buffalo, United States; University of Wisconsin-Madison, United States",,Book chapter,Scopus
50,Gupta D.; Gupta D.,57236790000; 57201873913,"Siblings On Artificial Intelligence: “It Is All About The Bottom Line, Period!”",2023,Indian Journal of Community Health,,10.47203/IJCH.2023.V35I04.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185282926&doi=10.47203%2fIJCH.2023.V35I04.023&partnerID=40&md5=7d527923b1fb6b4178336ec8f68bc0ee,"Department of Anaesthesiology and Pain Management, Himalayan Institute of Medical Sciences, Swami Rama Himalayan University, Uttarakhand, Dehradun, India; Department of Anaesthesiology, Wayne State University, Detroit Medical Center, Detroit, MI, United States","D. Gupta; Wayne State University, Detroit Medical Center, Detroit, Box No 162, 3990 John R, 48201, United States; email: dgupta@med.wayne.edu",Article,Scopus
51,Widarti L.; Suprianto S.; Maimuna S.,57223135528; 58102178700; 57204967727,"Utilization of Jatropha curcas L. Leaf Extract Gel for Improving Temperature, Infarct Volume, TNF-Α, and IL-1β in Post-Ischemic Brain Mice",2023,Tropical Journal of Natural Product Research,0.0,10.26538/tjnpr/v7i12.40,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182243319&doi=10.26538%2ftjnpr%2fv7i12.40&partnerID=40&md5=d33f250d2af2f42c4196a551d00883a8,"Health Polytechnic, Ministry of Health, East Java, Surabaya, 60282, Indonesia","L. Widarti; Health Polytechnic, Ministry of Health, Surabaya, East Java, 60282, Indonesia; email: lulukwidarti6@gmail.com",Article,Scopus
52,Olayinka J.N.; Akhigbemen A.M.; Okpakpor E.E.; Uwaya D.O.; Eze G.I.; Ozolua R.I.,57222223552; 57204503693; 57205230482; 55504244700; 38261106000; 35584388000,Toxicological Evaluation of the Aqueous Leaf Extract of Blighia Sapida K.D. Koenig (Sapindaceae) in Rodents,2023,Tropical Journal of Natural Product Research,0.0,10.26538/tjnpr/v7i12.48,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182216343&doi=10.26538%2ftjnpr%2fv7i12.48&partnerID=40&md5=9046140f98f568c0e2b7dad15482ba20,"Department of Pharmacology and Toxicology, Faculty of Pharmacy, University of Benin, Benin City, Nigeria; Neuropharmacology Unit, Department of Pharmacology and Therapeutics, College of Medicine and Health Sciences, Afe-Babalola University, P.M.B. 5454, Ekiti State, Ado-Ekiti, Nigeria; Department of Science Laboratory Technology, Faculty of Life Sciences, University of Benin, Edo State, Nigeria; Department of Anatomy, School of Basic Medical Sciences, College of Medical Sciences, University of Benin, Benin City, Nigeria","J.N. Olayinka; Department of Pharmacology and Toxicology, Faculty of Pharmacy, University of Benin, Benin City, Nigeria; email: julietolayinka@abuad.edu.ng",Article,Scopus
53,Li H.; Xie W.; Zhu Y.; Wu H.; Lyu H.; Liu F.; Niu F.,58432902600; 58863403500; 58864016500; 57188584138; 57222188385; 58864016600; 38361873700,Development of an analytical program for natural circulation and corrosion precipitation in a LBE flow loop; [铅铋回路自然循环瞬态特性与腐蚀沉积研究],2023,Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University,0.0,10.11990/jheu.202309008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184079131&doi=10.11990%2fjheu.202309008&partnerID=40&md5=d5de6fe819820855a758e8c6ecebeb73,"School of Nuclear Science and Engineering, North China Electric Power University, Beijing, 102206, China","F. Niu; School of Nuclear Science and Engineering, North China Electric Power University, Beijing, 102206, China; email: niufenglei@ncepu.edu.cn",Article,Scopus
54,de Frutos S.V.; Martínez A.L.,57239471200; 58062467000,Implementation of Active Methodologies in International Relations Through Cinema: Experience From Project-Based Learning in Graduate School,2023,Journal of Higher Education Theory and Practice,0.0,10.33423/jhetp.v23i20.6718,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182218361&doi=10.33423%2fjhetp.v23i20.6718&partnerID=40&md5=84487b52c289c24c55202cff5d19b684,"King Juan Carlos University, Spain",,Article,Scopus
55,Krumina-Konkova S.; Aleksandrs Konkovs K.,55965750100; 58890939600,"Life by the Lake: The Lubana Region, Its People, Culture and Contemporary Ecosystem",2023,Yearbook of Balkan and Baltic Studies,,10.7592/YBBS6.05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185251977&doi=10.7592%2fYBBS6.05&partnerID=40&md5=89191843b873d910d7851197cdc31c21,"Institute of Philosophy and Sociology, University of Latvia, Latvia; Faculty of Geography and Earth Sciences, University of Latvia, Latvia",,Article,Scopus
56,Ofem O.E.; Udonkang M.I.; Bassey I.E.; Okechi O.O.,16031824900; 58367413300; 56006730500; 15728074300,Cyperus esculentus (Tiger Nut) Improves Fertility and Testicular Histology in Male Sprague Dawley Rats,2023,Tropical Journal of Natural Product Research,0.0,10.26538/tjnpr/v7i12.45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182219451&doi=10.26538%2ftjnpr%2fv7i12.45&partnerID=40&md5=0d64ee7d298c535236ee0e33ea9c3c34,"Department of Histopathology and Cytology, Faculty of Medical Laboratory Science, University of Calabar, Calabar, Nigeria; Department of Medical Bacteriology, Virology and Mycology, Faculty of Medical Laboratory Science, University of Calabar, Cross River State, Calabar, Nigeria; Department of Clinical Chemistry and Immunology, Faculty of Medical Laboratory Science, University of Calabar, Cross River State, Calabar, Nigeria","M.I. Udonkang; Department of Histopathology and Cytology, Faculty of Medical Laboratory Science, University of Calabar, Calabar, Nigeria; email: mfonisotoday10@yahoo.com",Article,Scopus
57,Xie K.-Y.; Chen S.-Z.; Wang Y.; Zeng M.-L.; Liu X.-Y.; Liang Y.; Wei J.,58683964700; 57695820100; 57193858315; 58831410700; 58829605700; 57214271852; 57202543860,Establishment and validation of a prognostic immune-related lncRNA risk model for acute myeloid leukemia,2023,Translational Cancer Research,0.0,10.21037/tcr-23-429,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182896443&doi=10.21037%2ftcr-23-429&partnerID=40&md5=181b0029b7fd64495fc997c70345a161,"Department of Hematology, Affiliated Hospital of North Sichuan Medical College, Nanchong, China; Department of Hematologic Oncology, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangzhou, China","Y. Liang; Department of Hematologic Oncology, Sun Yat-sen University Cancer Center, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangzhou, No. 651 Dongfeng Road East, 510060, China; email: liangyang@sysucc.org.cn; J. Wei; Department of Hematology, Affiliated Hospital of North Sichuan Medical College, Nanchong, No. 1 Maoyuan Road South, 637000, China; email: cbyxyfsyywj@outlook.com",Article,Scopus
